id,question,context_0,context_1,context_2,context_3,relevant,answer_text,answer_start
5a8c7681541fe2ad2b668089ad3dc025,近年來為何正在大幅改動很多原有的分類?,3017,7497,4056,1240,4056,分子系統學應用了生物資訊學方法分析基因組DNA,175
78b036506bc53bf020701852573d790c,在新石器時代生存在這裡的大象、犀牛、水牛已經滅絕是由於氣候如何?,7640,2517,7497,5464,7640,由濕潤轉向乾旱,45
fc6f14588342a8e988963b5867b5195f,女性主義產生許多路線是由於某些國家裡面女性的法律地位、以及什麼和其他因素的影響?,2315,2444,7017,8351,8351,歷史背景,43
89d53f921a80b7786f1458f616122f43,詩經中收錄的詩共有多少？,8264,1207,8409,5607,5607,305首,39
66af56a49891a55df7afe8be286af15b,多明尼加的哪一地區是賞鯨聖地？,5755,6043,4083,5561,5561,山美納,284
4d0e7145c0c7ca3a5fdf64e3adb4d321,哪一位歌手常被尊稱為「流行音樂之王」?,7571,28,6334,6241,6241,麥可·約·傑克森,0
f7eaf62c862bcea0125f62c2a8aab0f6,抗日戰爭結束後國共雙方在何處召開政治協商會議?,3552,5705,8791,3320,3552,重慶,91
492c82db58f97c12f6c53942f247c415,泰晤士河過去曾遭受嚴重汙染，在哪一年的大惡臭甚至連河邊西敏宮的下議院都不得不停止工作?,3586,5015,983,5922,983,1858年,114
eab05724b71cbe045db991635fd135ef,阿爾芒·戴維德是哪國人?,376,8264,1680,221,376,法國,211
5a0c7477ece2b07f2fc18ac368a688d8,「反猶太主義」這個名詞在哪一年出現?,4134,1487,4051,7497,1487,1873年,180
ca36689941a7df29171dc0b2c7c5ff45,在高速公路中不足最低限速者和超速者哪邊的罰金比較低？,4326,2355,4848,388,388,不足最低限速者,252
ffd1d52c8a6ceaf0c1b92a18a28851a4,鹿鳴電影工作坊最早於哪一年時被創立?,1321,5485,4566,8232,8232,2008年,32
b2f9619c2f648ce70fdbed91b0360238,阿彌陀佛一詞最早出現在哪一部經典中?,1682,7477,7393,1845,1845,《般舟三昧經》,247
0d1fcb64bbf5eec9ec274f16e4fd186d,哪一個洲的班次只佔全綫的三分之一,4058,3614,7497,1067,4058,落馬洲,269
cd221f28954b7996d58e03d44771301f,美軍可以分為兩類其中一種叫做募兵另一種叫做什麼?,2527,7497,5825,7308,5825,職業軍士,214
5affbd9bc0c17966f003abfc83deb2cc,巴西最後得到第幾名於1974年?,22,4293,4960,3733,4293,第四名,341
8fee12ce7646c888bece09edb79eafb5,無錫成為江南重要經濟城市的主要原因有三，除了相對安定的社會環境、優越的自然條件，還有一項原因是?,8705,2036,5755,6952,2036,便利的水陸交通,194
e60155a3cb132e818c581451ecd493f5,盧安達現行憲法將國內劃分為幾個省以確保國家政策可以在地區層面上得到執行?,6925,709,6309,744,6309,五個,259
187083a193c3e231c25c7332772ebf6c,《開元釋教錄》是哪一個朝代的作品?,5894,4350,8802,4141,4141,唐朝,66
90ebff0a3b9950c18778971d707f8243,費利克斯·薩伐爾是哪國人?,1680,8264,8913,6952,8913,法國,15
88fc3f0328a42e3dfc63ef069fba9fd8,由於濫捕、盜獵、環境破壞、數量稀少、棲地狹窄等原因會導致物種面臨什麼的機率很高?,5240,1926,2183,615,2183,絕滅,59
8194ffe64f3698d89bec3d18cefa2545,誰及他的同事得出賽德娜有甲醇冰百分之二十六？,6351,5591,6367,5922,5591,巴魯希,59
6d61a4cccb68a66f4ead51925a038f92,東三環高架快速路通車後的一年又5個月哪一個也通車了？,6177,7497,5870,2762,6177,北三環高架快速路,219
a33366b1f462a395a59243e9b1baa46e,後醍醐天皇的母親是誰?,4430,6029,6481,6952,4430,談天門院藤原忠子,81
774514fc2e3ef1f92681fe5cc30060ea,用電台廣播呼籲胡適留下繼續擔任北京大學校長為誰?,4014,6512,5485,7441,6512,中共解放軍,133
8b31d236c621e6e30ce939297ffd3415,哪一年是弦理論的起源?,1207,5397,221,6583,6583,1968年,78
ccc33819b89d04cb1900c55db9c5e90c,噶爾丹策零在清朝的哪一個皇帝在位時過世?,8722,5391,8287,3048,8287,乾隆,5
66cf63203d57819e85845b9f83926abc,法國人的巴拿馬運河工程於哪一年中斷?,7049,2421,3486,149,149,1889年,228
a2c91eabe12917934d0e8401970b57a0,早期報章都是由哪一種人開辦的,5253,3413,6952,7497,5253,西方人,215
bb235c8458c2f323f94dcac5d609e9f0,蘇門答臘島北方與馬來半島中間相隔著什麼?,5485,7260,1716,2214,7260,麻六甲海峽,110
1cc81f7fcf41d305a5fca1ef22937ce5,當人出生時意識和什麼東西便共同存在著?,8961,4613,7017,4618,4618,生命,19
1c0fa075166f5f8191b8c1d81a3c2dd7,哪一種國家會在奧運會的許多比賽項目中取得更多名額？,2318,22,2732,7497,22,開發中國家,191
626b0d29a2650d3d744674224b211dd0,什麼可以被遊牧民族用來釀造「馬奶酒」?,7571,157,2317,6925,157,馬乳,229
71e8ddfc537e85c469e4225fcb01c8b8,推翻摩揭陀的難陀王室的旃陀羅笈多又被稱為?,7285,1207,4386,4852,7285,月護王,215
f27dabb24ccf781a36155d6fdfa1d917,為何梵語會被提議當作機器翻譯和自然語言處理的元語言？,2376,744,742,8317,742,它有比較嚴格的結構體系,225
a133cfb186c28bd0ff718ee690b0759c,認為馬托格羅索州的境內有地球的入口是哪一派的部份人的主張？,8264,7113,6952,5950,7113,地球空洞說,248
cc79c38ddbb91d1e75a4d7d54936bd90,誰認為馬克思的理念與獨裁主義差不多？,2709,8108,3624,4055,8108,巴枯寧,0
6ecfcc9d6c38607e5ffac4fc1de3851d,釣魚臺的面積有多大?,5662,8264,7261,8043,7261,4.3838平方公里,199
2b77d08161e822787efaf608692b2cde,哪一個人在308年時一直統治著羅馬東部的亞非部分?,6043,5820,170,7439,5820,馬克西米努斯,157
cd7881bc711e2d9c6abf0cb7d0f7ff5a,海拔1700∼3700米的地區是多少比例的杜鵑的生長地區?,2355,6198,7601,633,6198,70%,354
03426a2bd3a2d2392af7303c30b2709f,安圖縣內的自然地理分界線為何?,6525,4993,2791,8466,6525,荒溝嶺,153
27e63e23fc93152cefad29d4ef4ff22a,由於哪個原因使得孟買成為各種社會群體和文化的大集合?,744,712,1150,7017,1150,吸引了來自印度各地的移民,24
cde5d9b65f37d14ace0e768bba526207,帕科羅斯一世征服了地中海沿岸的所有據點，據點中最南端可以到達何處?,5755,1522,5950,7971,7971,普托利邁伊斯,429
c9a38c2ba5e5e163bc70f43d6d5e8801,哪一種物質若在大氣中含量過高則會影響地球的氣候?,5225,8989,5335,8187,8187,二氧化碳,138
fa10b20243c602de8a65fb68df4bbdb8,約翰·馬泰塞及丹尼爾·懷特公尺爾認為位在哪的天體有類似於賽德娜的公轉軌道？,2355,8264,790,5217,790,"7,850天文單位",174
28d409c466e01f720084e672dad23d40,新南威爾斯大學是哪一個國家境內的大學?,1106,1836,1029,7137,7137,澳大利亞,27
5802bb84b5f9725dc138e8efa2c264b3,為該州最長的公路名為?,5154,5485,4567,1709,1709,3號美國國道,345
75200c45e609c5cc6fc528308552c029,英國為甚麼在阿森松島建立軍營?,6490,2467,3198,2322,3198,因為拿破崙被流放至聖赫倫那島的西南部,23
4439340d9d0842b55e3bb08efd572aea,土地是一切財富的根本來源，是哪個古老的認知?,2320,4792,7450,5950,4792,重農主義,155
5966deb3a3aea3f9e1c2dfc98c261085,最早記載蓮花生入藏的歷史文獻是哪一本?,6952,5464,5922,4697,4697,《巴協》,415
622a5cda46bf41541eb65264df5cf3b1,生態學的定義是?,6952,2557,5950,7978,7978,運用相關領域的環境科學知識對生態系統進行分析,6
e84ac365251207e0076848b6f3adb450,唐朝在什麼時期與周遭國家關係較好？,962,2801,3096,6382,6382,初唐,25
83f6cf051f8e3c5e97c521c20d0789ee,電磁波波速與波源速度無關的結論是誰提出的?,7055,3844,5662,4963,3844,赫茲,123
154e584a8583110a0475e3f7caa8d10b,玉通常分為兩種，一種是軟玉，另一種則是?,6101,5662,5347,2346,6101,硬玉,14
9ec53ee67d1b471ff22f052d6bb0f264,朱元璋自幼出身貧寒，所以對於怎麼樣的官員會有最嚴厲的懲罰?,7497,1267,6043,697,1267,貪污腐敗,22
a6c43796cb885a6b20d9e50b38bac0ff,雖然決定重劃區的過程中，有民進黨表示抗議，不過最後誰還是以過半數鼓掌通過?,296,5636,4091,3107,296,議長張宏年,172
1590f74aea07d1afb4749e558bc42a08,同性戀在何時之後其結婚的法律效力可以在烏拉圭獲得保障？,5928,8609,5531,5950,5531,2013年4月,362
656e326b571252b402bf6bbdfaa540d5,接受教宗的膏禮成為倫巴底的國王為誰?,7497,7757,4932,6490,4932,丕平,166
ab55eb320804c118841f17e4561037c1,哪一座山也是讓熊本被稱為火之國的原因之一？,5640,7497,6952,7010,7010,阿蘇山,31
347b2a9e7800ca4854087326eabbf6c6,澳門在博彩業方面有何稱號?,6687,6952,5706,7124,5706,「東方蒙特卡洛」,35
e0546a0f3b9c8aa0c0466983c077acda,花鳥畫因為宋朝流行哪種風氣而比以前還要興盛？,7571,7529,647,6836,647,純綷審美,51
e97b1715d0db4df5d1562f1055e0c001,哪一地區的稻米與日本的稻米的類型不同？,5539,6952,1207,3299,5539,朝鮮,307
ec2fd3378399955091204ea090016b23,併屈蓁是在哪一場戰爭之後被開發出來?,5397,3408,7497,5147,3408,第二次世界大戰,43
8303077928c34bd7e4f45c672bd32f56,中國北京機場高速公路的標記最低限速為白色而最高限速為？,3441,89,4848,4889,89,橘黃色,315
8638e294652dce91ad289e86e757ccfd,戰略遊戲、動作遊戲、格鬥遊戲、音樂遊戲、競速遊戲、角色扮演遊戲以及哪種等遊戲都為網路遊戲?,3393,1736,8368,2805,8368,體育遊戲,110
b68306ffd7579c2c88b6e606f663589f,香港人大部分住在哪一種居住空間?,5755,7497,2616,3335,3335,公寓大廈,9
6a887fc6202d93fcb9c91b6bb3a8770e,在高速公路如要停車只能在其他意外或什麼狀況時停？,894,388,4383,3441,388,車輛故障,207
4b10e8f14d76d15ba3d1a153bac44b62,因黨內哪一派別的關係部分曾是美國黑豹黨的成員轉向無政府主義？,7056,4785,2322,135,7056,馬克思—列寧主義流派,262
0c285b964eee274fcd0b5ac68a1400c8,在什麼時候維基新聞協作計劃的中文版本正式成立？,5849,7035,7173,8023,8023,2006年3月14日,176
703646213804ad1090d8aba530c81f09,何人批評霍布斯以邏輯推理的方式作為數學演算的主軸?,6952,7644,1897,8830,1897,沃利斯,188
8f438cc69bd8a0c2fbd6d4c1c9d63be2,「精靈拉丁語」的語音是以什麼為基礎?,7571,3397,2169,6769,2169,拉丁語,179
5eaeeff79283f0e12ac1309dd6c25197,歐洲超級盃在1999年後在每一年什麼時候舉行比賽？,22,7715,4960,4405,4405,8月底,109
59dbda466d9c62196aef498789f7aef8,白崇禧在哪一年成為華中剿匪總司令部司令長官?,5323,3048,5391,4544,4544,1948年,148
c30271abdd4816e295bc0facd0257f52,洛桑最重要的地理的特徵是什麼?,5950,773,6952,2689,2689,萊芒湖,230
4add25ccfaa7950b6841eb44197a1e67,哪一個島的西部為溫哥華的所在處?,3290,6921,7497,2146,6921,布勒半島,25
2bb29d56c95600cc5a81ea56e95e2f1d,台中的高速鐵路位於哪裡?,8734,1716,3577,8096,8734,烏日區,7
f1bb2c5336b939ae8fb46c2521040d60,太陽會發出紅外線至地球，地球吸收紅外線及發射紅外線輻射的平衡，會與什麼有關連?,7366,6644,8368,2340,7366,氣候,216
82ecf0f6c6a1ac36ad51a8b9553530b4,哪一條河被藏族視為「搖籃」和「母親河」?,7571,7497,6853,7919,6853,雅魯藏布江,0
0507686cabb8b353f4a5b8b82e330c4b,火衛一的表面上有許多條紋以及?,8201,6014,1207,318,318,溝槽,153
c2445b1897e0da9c6c7700493c59ebee,老虎要如何才可以滿足其相當大量的獵物數量？,5950,8989,3234,349,349,通常需要大面積的棲息地,238
c284cc7bb6b160e91d03aca42566b2e0,在中國歷史上，朝貢關係在哪個朝代漸漸轉化為朝貢貿易?,7497,8051,6322,6328,8051,唐朝,320
183121f00ce123fec745e94c216b73a5,資產階級被定義為資本主義社會中擁有生產資料的階級，此想法來自於哪個主義?,744,2322,6483,208,208,馬克思主義,1
27fafbf21c8db48698b03c37c7759966,伏爾泰是哪一方面的思想家？,4386,795,4302,1169,795,啟蒙思想,187
a570d42ffb96f950e8958bbac9dd5fa3,向遼國與金國發出的外交文書應被稱為？,6089,3598,2322,7840,6089,冊封,219
0eea02d682aafe31f997100e67a86c28,什麼性質的高低與字母間距、詞間距和行間距的密集或鬆散程度有關？,5662,3501,5950,8989,3501,易讀性,196
5006ea26b68512517e0eaaf2a9ffa800,全國執行委員會主席和副主席團隊任期多久?,5597,8791,3632,1479,3632,三年,84
9d6063dbc020fb3b16185c32792073ec,高斯在何年結束漢諾瓦公國的測量工作?,46,5950,4963,1092,1092,1848年,284
a7233c05953aa93959e8815291594586,法屬印度支那曾於1939年時將其首府遷至哪一個地方?,5154,6307,5778,1989,6307,安南大叻,221
9727136f9da24c8777f812d7e094796a,道奇在1962年的決定賽被哪一隊打敗?,281,1388,2146,4710,1388,巨人隊,27
b847fb23073ba337e37968de3d182f17,哪一種液體表面汽化的過程無法在任何溫度發生？,1475,8989,5335,6937,6937,沸騰,21
05ff9174fb62a2a323754752cd00c91f,紹興縣人民政府於哪一年成立？,3541,8791,7911,8787,8787,1949,125
4c9ea9b438229defe1e14b1ab9272342,舊有的立法局於2007年被什麼單位所取代?,5154,6778,7497,6490,6778,立法議院,405
3a1d791bf43f9ed618be81b95bbc2cac,錢崇澍教授是哪一個學科的先驅?,8934,7270,3976,6952,8934,植物學,252
0481dce9ab2493345b946d527923d285,紡織工業會使用哪一個包含硫元素的物質作為有機溶劑？,652,615,7497,1234,1234,二硫化碳,35
b4f16a3817b53bc030d2ed392bf6a83c,直到現今哪個國家即使與日本維持和平關係但仍未締結和平條約?,744,2322,4015,4308,4015,俄羅斯,269
76d17ceb4ec118a901d3617ea07b2911,斯巴達克奴隸武裝反抗於哪一個世紀爆發?,1021,8284,5705,7859,8284,西元前1世紀,31
f98ee89dec2a066065b162810b58ac73,誰讓無政府主義運動的形象被大大的損害？,2444,7402,4055,6510,6510,布爾什維克,0
5d2dd332084e601518d9173b7f4e11e2,文中提及一個較新的流行產業於胡志明市，其產業為什麼?,1883,786,2008,6925,786,原油產業,390
e3620299ab5a1a57a16bfb81017e56af,臺灣是由三個板塊擠壓而隆起的島嶼，除了沖繩板塊、菲律賓海板塊，還有哪一個板塊?,1716,7497,6925,3020,3020,歐亞大陸板塊,292
6cb9279024d8ff653830b309d46d862f,蔣友仁在北京宮廷內擔任什麼職務？,4258,4541,7891,3295,4258,製作地圖,229
aa51d3c953e32eae1cb92aeca45e0f6a,什麼職位拿來分散宰相的權力？,5620,7497,4055,7423,5620,副宰相,58
2e20d2b724759fab8dc80fad31f919fe,太陽會在多久的時間後膨脹到原本的兩百五十倍？,4406,1471,8264,7497,1471,50億年,47
8f206478af739d84f74e4e7956ba49ae,杜鵑怕不怕生長在有污濁的空氣的都市裡?,4583,5662,4262,6198,4583,不怕,164
484fb3f5202694f517acab4e40932bf9,延邊的四大支柱產業，除了醫藥、林產、食品，還有哪一個產業?,52,2517,5755,3425,52,能源礦產業,98
7212a206f2a1ba1ea49b0f7032a40403,將戲曲定義成「合歌舞以演故事」的人是誰?,4386,7530,1260,7444,7444,王國維,215
542ad9f7cb2af5ae09f0b4b41b080b9a,哪一場戰役之後，日軍攻陷豫中、豫西大片土地?,8797,6237,3628,1778,1778,河南戰役,386
90095dbaae606f7bf41660a3f00b07cf,明治維新為誰建立的政府所推行的現代化改革?,2968,7017,3845,4223,3845,維新志士,38
221e010023328ec3cf7133f041bde3f7,來自薩摩亞群島的國家美式足球聯盟成員有多少？,2146,4418,4643,2322,4643,三十位,92
d4e9d1160e42ece71262ce1f65f8dd3d,中國的哪一個民族被認為是比較富有的?,8551,8435,6952,685,8551,滿族,105
8ef19cc7a81f1c1440031c1fc5c198d6,每個參加古奧運的運動員都要在誰的雕像前發誓?,351,7497,5817,606,351,宙斯,257
9953c369437644fcd943f9ea52259c84,最早的城市起源可以追溯至哪一個地區?,7134,8179,945,6952,7134,中東,256
9082431bf96a5ccaeb76e149c8b12177,埃歐內部的巨大的潮汐熱化，是因為兩顆衛星的軌道共振造成的，此處的兩顆衛星，除了蓋尼米德，另外一顆衛星是?,4388,1039,2355,4092,4388,歐羅巴,323
952e741959a8c513f04f2c9b53b58bbb,一般認為原始社會以物易物的交換行為是什麼行為的起源？,3540,5950,2668,4055,2668,商業,215
be916d2c0de6f36ec7a0a4d08e8288af,在古代中國，專門從事國家祭祀禮儀的人是?,469,8189,4165,7017,469,儒生,185
b0af2ecdfb0c215dc111cb43bf07cf51,《反射光學》是誰的著作?,6550,4136,3309,7803,7803,歐幾里德,16
ec09d7861e8e224fc903086f15249ef1,香港警務處最早於哪一年時成立了反貪污部?,8382,2085,4166,2137,2137,1952年,165
f2f7af28d56bda1f9d62ae4b14654060,有六位大相撲橫綱都是青森縣出身，因此青森縣又稱為什麼?,7497,5627,6752,5755,6752,相撲王國,251
08b0de78eb222dd12e79b4d1a3218034,香港市民如果想要參加音樂訓練或是活動，可以查詢政府的哪個機構?,2486,6970,8823,5974,6970,音樂事務處,461
d7a0879c0ad179dcebed073616f03293,新竹縣與新竹市於何時被合併？,1716,7131,1270,126,126,1950年,78
dfb00701858e480b9b8c3ebfbcbcbda6,張學良於1921年時推薦哪一個人擔任奉天陸軍混成第八旅旅長一職?,4557,8791,6838,2414,2414,郭松齡,67
4ec4a3defea7783acd94bd645338450d,吉田晉是何人的化名?,3048,3483,5922,5695,5695,梁啟超,280
6b6ea99851fab5bf0bc4782f59bb3b6d,哪一個人由於主演了《人民公敵》而成為華納公司當年的巨星?,392,6416,7497,1583,1583,詹姆士·賈克奈,23
ad4592bf239e570f0cc276051bfde541,南京高師的教育專修科在哪一年增設?,6804,4561,7795,5641,6804,1918年,120
4246ead30a5be49e319cf1ec0bd32759,克羅克公園的大小在歐洲的排名中為？,5950,4788,7458,6952,7458,第4,7
91f197e31cf41bc50be4df70d9cee6b2,「中國人民志願軍」這一個名稱是在什麼時候確立的？,3474,7571,7497,2322,3474,1950年7月7日,262
f2f2884d577a2663b771522d8d5cfc00,哪一個人率先使用了財閥政治?,5950,1576,4055,5074,1576,亞里斯多德,86
641f19a6c4310b8274d2cff6ec1475de,交大藝術季在哪一年創立?,2741,6156,8119,6317,2741,2000年,198
1efe3c209764e8d071fbf9ac408a7980,西安市的古稱是哪裡,5488,8502,7098,3290,8502,長安,0
3d57bd858ec3b12a05a0d29e49f61abc,世界傳媒巨子默多克於西元幾年參觀新華網?,2509,7600,4375,6463,7600,2001年,5
410adc4b512c647cebbe6135fa3f19e0,荃灣站的主要色調為?,6952,2057,5662,798,798,紅色,133
5371a224e744b426d3380c83b55a3489,軸心國指的是在哪一場戰爭中的戰爭聯盟?,6952,2778,8264,8306,2778,第二次世界大戰,6
07f0e65a9853f534603e0874952b2965,今天工會進行集體談判，是為了爭取工資、勞動環境以及什麼?,1891,5521,744,8823,1891,福利,44
0fc7554347a4ad2ad50e79dc6665a2cb,道光二十六年英軍撤軍是按照哪個條約?,6490,1882,6102,150,6102,江寧條約,240
0c7597d8a16be25bf4a900d505c7b32c,有花植物在生物學分類為?,4514,1207,5464,3248,3248,被子植物門,22
f108beb658203439f59e03922412cfea,在哪一個時代之前，摩咥里制吒就已經成名?,7497,7965,5870,1551,1551,鳩摩羅什時代,82
91a4052de295dacde60bad67fa8934b3,匯豐業務國際網絡遍及全球，目前已拓展至多少個國家?,5618,736,1716,587,587,71個,155
befaa748a8ffa5ca87c2e4594e99c57a,中國哪所大學建物中西合璧，宮殿式建築群古樸典雅，巍峨壯觀，被譽為中國最美麗的大學?,8119,6179,1556,8523,1556,武漢大學,246
ae8ad7079b656e0f844a77933d514990,卡佩王朝王室的哪一個支系對法國的統治到1848年才結束?,5922,1384,7497,7704,7704,奧爾良王朝,147
63d2f4bd75ff1e10d1ca1f34d7cbb00a,戰鬥機早期的發展主要目的是什麼?,6624,7024,2527,7278,7278,強調攔截對方的轟炸機,218
5168d2529104e3ffe409a285384b1e10,科威特的外交政策主軸為何?,7017,5088,2322,4060,5088,和平中立,851
298e84fd2c428d3244139cff2e026380,科威特的政治體制?,4785,5088,4060,4287,5088,君主制,32
7a05286ccd1f1eaa3b79ee2ca42d9ce6,其目的在於建立一種基於微小弦與膜的為什麼樣的理論?,806,7497,4963,3916,3916,弦理論,260
324cf7b0080b65a884582c0b865caa3c,原本非洲各殖民地的官方語言是?,7049,2593,2358,2608,2358,義大利語,303
cdbaa3b5e730a93f86dd4fb79a700f7c,地球誕生於何時?,706,237,1438,5485,1438,45.4億年前,344
67bf74bbc37a8482cc67170f38067f8a,哪一門科學不具有科學對嚴謹的要求？,2527,5145,5147,6952,5145,神學,294
190957a9636e616b76fecc22540093c5,底片的獨特點是?,5662,1253,5043,6952,1253,「發色」,587
42b1583e8e0ce19a1574ee982843bd95,派系之間的糾紛由哪一個單位仲裁?,4785,4613,6103,3018,3018,全國執委會,578
